Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
6.15,36.0,4,4,5,,3.8,yes,no,Hà Đông, Hà Nội
4.95,92.8,5,,3,12.0,4.0,yes,yes,Thuận An, Bình Dương
14.5,82.0,,,3,8.0,4.2,yes,no,Tân Bình, Hồ Chí Minh
10.25,48.0,3,5,6,5.0,4.8,yes,yes,Long Biên, Hà Nội
6.7,41.0,4,4,4,,4.0,yes,yes,Thanh Trì, Hà Nội
0.85,34.0,2,2,2,5.0,4.0,no,no,Đức Hòa, Long An
4.4,44.0,,,2,6.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
6.3,72.0,2,2,3,,5.5,yes,yes,Liên Chiểu, Đà Nẵng
12.3,53.0,6,6,6,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
15.0,65.0,18,18,8,,,yes,yes,Nam Từ Liêm, Hà Nội
4.9,50.0,2,2,2,8.0,4.7,yes,no,Thủ Đức, Hồ Chí Minh
10.8,85.3,4,4,3,,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
15.5,107.0,23,24,6,,,yes,yes,Gò Vấp, Hồ Chí Minh
4.95,42.0,4,4,4,4.0,4.3,yes,yes,Thanh Trì, Hà Nội
8.55,40.0,7,7,5,5.0,3.1,yes,yes,Bắc Từ Liêm, Hà Nội
4.68,33.0,3,4,5,,,yes,yes,Long Biên, Hà Nội
17.5,60.0,3,3,4,,,yes,yes,Thanh Xuân, Hà Nội
3.2,130.0,4,4,3,30.0,5.0,yes,yes,Đồng Xoài, Bình Phước
6.75,46.0,4,,4,2.6,3.2,yes,no,Hà Đông, Hà Nội
5.7,140.0,4,3,3,,8.8,yes,no,Bình Chánh, Hồ Chí Minh
4.6,46.5,4,4,4,3.0,5.5,yes,yes,Đông Anh, Hà Nội
7.3,30.0,4,3,5,3.0,7.0,yes,yes,Hà Đông, Hà Nội
12.0,86.0,3,3,3,10.0,5.0,yes,no,Hoài Đức, Hà Nội
14.9,85.0,4,4,3,8.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
5.25,39.3,2,2,2,,4.0,yes,no,Quận 11, Hồ Chí Minh
10.9,40.0,4,5,6,4.5,6.0,yes,yes,Cầu Giấy, Hà Nội
7.5,35.0,3,4,5,4.0,4.5,yes,yes,Hai Bà Trưng, Hà Nội
15.5,113.0,14,14,7,5.0,6.7,yes,yes,Nha Trang, Khánh Hòa
7.5,56.0,3,2,1,,,yes,no,Quận 6, Hồ Chí Minh
7.25,140.0,4,5,3,7.0,5.0,yes,yes,Hóc Môn, Hồ Chí Minh
21.0,60.0,2,2,3,10.0,5.0,yes,yes,Cầu Giấy, Hà Nội
8.0,50.0,4,4,5,2.5,4.6,yes,yes,Đống Đa, Hà Nội
7.6,81.8,5,5,3,,,yes,no,Thủ Đức, Hồ Chí Minh
6.3,60.0,5,4,4,4.0,,no,no,Bình Thạnh, Hồ Chí Minh
16.5,42.0,,,4,16.0,4.4,yes,no,Thanh Xuân, Hà Nội
5.0,292.7,12,12,1,,,yes,yes,Bình Chánh, Hồ Chí Minh
2.85,25.2,2,2,2,,4.0,yes,no,Quận 11, Hồ Chí Minh
28.9,72.0,,,5,18.0,17.0,yes,no,Thanh Xuân, Hà Nội
4.85,70.0,2,2,,,4.2,yes,yes,Hoàng Mai, Hà Nội
3.8,26.5,4,3,4,4.0,7.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.45,30.0,3,3,4,6.0,,yes,yes,Quận 11, Hồ Chí Minh
13.8,60.0,4,,4,,4.5,yes,yes,Thanh Xuân, Hà Nội
7.8,86.0,3,2,2,7.0,4.1,yes,yes,Bình Tân, Hồ Chí Minh
6.8,44.0,5,4,4,2.5,3.4,no,yes,Long Biên, Hà Nội
20.5,90.0,6,6,5,,6.0,no,no,Long Biên, Hà Nội
15.5,50.0,6,7,7,12.0,4.2,yes,yes,Hà Đông, Hà Nội
8.0,50.0,3,,4,,5.0,yes,yes,Đống Đa, Hà Nội
15.6,55.0,15,15,7,3.0,6.0,yes,no,Ba Đình, Hà Nội
12.0,89.96,4,2,2,5.0,5.3,yes,no,Bình Thạnh, Hồ Chí Minh
7.0,47.0,2,1,2,,,yes,no,Long Biên, Hà Nội
2.7,25.8,2,2,2,1.5,2.65,yes,yes,Tân Bình, Hồ Chí Minh
5.4,56.0,2,2,2,,4.0,yes,yes,Tân Phú, Hồ Chí Minh
5.2,54.6,4,4,4,,,yes,yes,Tân Phú, Hồ Chí Minh
19.8,75.0,4,,4,8.0,55.0,yes,yes,Hai Bà Trưng, Hà Nội
13.2,45.0,3,5,6,6.0,5.0,yes,yes,Đống Đa, Hà Nội
14.0,52.0,6,6,5,4.0,4.0,yes,yes,Hà Đông, Hà Nội
13.1,100.0,6,6,4,8.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
6.75,45.0,5,3,4,,,yes,yes,Bắc Từ Liêm, Hà Nội
18.0,69.0,6,7,7,12.0,5.1,yes,yes,Cầu Giấy, Hà Nội
7.5,35.0,3,3,5,3.0,4.5,yes,yes,Hai Bà Trưng, Hà Nội
6.5,87.5,5,3,4,10.0,,yes,yes,Nhà Bè, Hồ Chí Minh
8.8,56.0,4,5,,2.6,3.8,yes,yes,Hai Bà Trưng, Hà Nội
4.0,43.0,3,3,4,3.0,4.0,yes,yes,Hoài Đức, Hà Nội
8.6,42.0,3,4,4,2.5,5.3,yes,yes,Hai Bà Trưng, Hà Nội
19.3,98.0,20,20,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
55.0,130.0,6,6,6,8.0,9.0,yes,no,Cầu Giấy, Hà Nội
7.2,35.0,3,4,5,3.0,8.4,yes,yes,Ba Đình, Hà Nội
8.5,60.3,4,5,5,8.0,4.2,yes,no,Thủ Đức, Hồ Chí Minh
14.6,70.0,17,17,7,,4.3,yes,yes,Nam Từ Liêm, Hà Nội
4.5,60.0,3,3,3,8.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
8.9,34.0,4,5,6,3.0,5.0,yes,no,Thanh Xuân, Hà Nội
21.0,92.0,4,2,3,5.0,5.7,yes,yes,Nam Từ Liêm, Hà Nội
6.0,30.0,3,3,5,,,yes,yes,Bắc Từ Liêm, Hà Nội
7.0,39.0,4,3,4,,4.5,yes,yes,Đống Đa, Hà Nội
8.3,148.7,9,9,,,,yes,yes,Sơn Trà, Đà Nẵng
12.4,140.0,2,2,1,5.0,,yes,yes,Tân Phú, Hồ Chí Minh
7.99,51.0,1,1,1,,,yes,no,Nam Từ Liêm, Hà Nội
17.5,70.0,6,7,6,3.5,5.2,yes,yes,Hoàng Mai, Hà Nội
1.75,100.0,4,4,2,8.0,,yes,yes,Hóc Môn, Hồ Chí Minh
13.5,36.0,3,3,4,,,yes,yes,Đống Đa, Hà Nội
5.8,84.0,3,2,2,,4.0,yes,yes,Nha Trang, Khánh Hòa
21.9,69.0,3,4,3,9.0,5.0,yes,yes,Cầu Giấy, Hà Nội
3.8,47.0,3,2,2,3.0,3.0,yes,yes,Quận 3, Hồ Chí Minh
6.9,50.0,4,5,4,,4.0,yes,no,Nhà Bè, Hồ Chí Minh
8.0,32.0,3,3,4,,,yes,no,Quận 4, Hồ Chí Minh
8.3,62.7,3,3,3,,,yes,no,Quận 7, Hồ Chí Minh
4.96,110.2,2,1,,2.0,7.0,yes,yes,Nha Trang, Khánh Hòa
4.35,36.0,3,4,3,,,yes,no,Tân Bình, Hồ Chí Minh
5.9,52.0,4,4,4,2.2,4.0,yes,yes,Nam Từ Liêm, Hà Nội
5.5,57.0,3,2,3,5.0,4.7,yes,no,Tân Phú, Hồ Chí Minh
1.36,56.0,3,3,1,6.0,,yes,no,Quận 12, Hồ Chí Minh
7.5,64.1,4,3,3,4.7,,no,no,Thủ Đức, Hồ Chí Minh
23.5,250.0,4,5,3,8.0,,yes,no,Quận 7, Hồ Chí Minh
9.9,60.0,5,3,4,,,yes,yes,Hà Đông, Hà Nội
9.5,72.0,5,5,3,8.0,,yes,no,Quận 7, Hồ Chí Minh
11.0,53.4,4,4,4,8.0,4.5,yes,yes,Quận 10, Hồ Chí Minh
17.7,68.0,4,,4,,6.0,yes,yes,Cầu Giấy, Hà Nội
24.5,72.0,14,13,7,4.0,4.0,yes,yes,Nam Từ Liêm, Hà Nội
12.8,53.0,4,4,4,2.5,8.0,yes,no,Tây Hồ, Hà Nội
19.2,52.0,6,4,5,6.0,4.0,yes,yes,Đống Đa, Hà Nội
8.8,41.0,3,3,4,2.0,3.8,yes,yes,Đống Đa, Hà Nội
20.0,65.0,4,4,6,,6.6,yes,yes,Đống Đa, Hà Nội
12.6,58.0,10,10,,3.0,4.2,yes,yes,Nam Từ Liêm, Hà Nội
1.75,92.0,3,2,2,6.0,,yes,yes,Vĩnh Cửu, Đồng Nai
12.5,45.0,3,4,5,,4.0,yes,yes,Cầu Giấy, Hà Nội
6.99,56.0,5,5,4,,,yes,yes,Quận 7, Hồ Chí Minh
5.2,33.0,4,4,5,3.0,3.5,yes,yes,Nam Từ Liêm, Hà Nội
23.8,49.0,3,5,6,6.0,4.4,yes,yes,Hai Bà Trưng, Hà Nội
3.69,58.5,4,5,3,6.0,4.5,yes,yes,Quận 5, Hồ Chí Minh
20.6,63.0,5,5,6,9.0,6.0,yes,yes,Đống Đa, Hà Nội
6.99,56.0,4,5,3,,,yes,yes,Quận 7, Hồ Chí Minh
18.0,70.0,4,4,6,50.0,6.6,yes,yes,Đống Đa, Hà Nội
5.7,30.0,4,4,5,,,yes,yes,Hà Đông, Hà Nội
6.8,32.0,3,3,5,15.0,5.0,yes,yes,Thanh Xuân, Hà Nội
19.7,77.0,18,18,7,,,yes,yes,Thanh Trì, Hà Nội
5.29,35.0,4,4,4,,,yes,yes,Thanh Trì, Hà Nội
3.79,40.0,3,3,3,5.0,3.5,yes,yes,Quận 12, Hồ Chí Minh
3.8,19.8,2,3,3,,3.6,yes,no,Quận 6, Hồ Chí Minh
3.6,45.0,3,3,2,,,yes,yes,Gò Vấp, Hồ Chí Minh
10.5,121.0,4,4,1,6.0,3.6,yes,no,Tân Bình, Hồ Chí Minh
5.7,77.1,3,4,3,4.0,4.1,yes,yes,Thanh Khê, Đà Nẵng
13.7,121.0,4,4,4,10.0,5.92,yes,yes,Dĩ An, Bình Dương
15.5,83.0,18,,7,,,yes,yes,Thanh Xuân, Hà Nội
15.0,45.0,3,4,6,6.0,5.0,yes,yes,Đống Đa, Hà Nội
33.6,161.0,4,3,4,5.0,7.6,yes,yes,Cầu Giấy, Hà Nội
5.35,30.0,3,3,4,2.1,3.7,yes,no,Hai Bà Trưng, Hà Nội
8.7,32.0,4,5,6,3.4,2.0,yes,yes,Tây Hồ, Hà Nội
10.2,54.0,4,3,4,4.0,4.0,yes,yes,Hoàng Mai, Hà Nội
6.75,39.0,4,3,5,,4.7,yes,yes,Cầu Giấy, Hà Nội
15.1,50.0,4,4,4,,,yes,yes,Đống Đa, Hà Nội
8.96,71.0,6,7,4,6.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.79,40.0,5,4,5,,,yes,yes,Đống Đa, Hà Nội
10.8,69.0,4,4,4,,7.2,no,no,Cầu Giấy, Hà Nội
5.6,61.4,3,3,3,7.0,5.0,yes,yes,Thủ Đức, Hồ Chí Minh
4.28,68.0,2,1,1,5.5,4.0,yes,no,Quận 12, Hồ Chí Minh
1.89,33.0,1,1,,2.5,3.0,yes,yes,Quận 2, Hồ Chí Minh
3.6,78.0,,,,5.0,4.0,yes,yes,Dĩ An, Bình Dương
3.2,23.3,2,2,2,3.0,3.0,yes,yes,Quận 8, Hồ Chí Minh
59.0,300.0,6,6,3,12.0,15.0,yes,yes,Ba Đình, Hà Nội
21.5,70.0,,,6,,5.0,yes,yes,Cầu Giấy, Hà Nội
5.0,100.0,2,2,2,6.0,5.0,yes,no,Quận 12, Hồ Chí Minh
4.95,72.0,3,1,2,10.0,4.0,yes,yes,Nha Trang, Khánh Hòa
14.0,48.0,4,4,4,4.0,4.0,yes,yes,Cầu Giấy, Hà Nội
6.7,100.0,3,2,2,,4.0,yes,no,Quận 9, Hồ Chí Minh
40.0,72.0,3,5,5,10.0,6.0,yes,yes,Đống Đa, Hà Nội
4.95,105.0,6,6,2,6.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
20.0,50.0,,,5,11.0,6.0,yes,no,Cầu Giấy, Hà Nội
7.5,36.0,4,4,4,3.0,4.0,yes,yes,Ba Đình, Hà Nội
4.2,40.0,2,2,2,,4.0,yes,no,Bình Tân, Hồ Chí Minh
83.0,130.0,,,8,10.0,7.0,yes,yes,Cầu Giấy, Hà Nội
16.0,48.0,8,5,6,10.0,3.8,yes,yes,Hoàng Mai, Hà Nội
3.0,129.0,3,3,2,,,yes,yes,Bình Chánh, Hồ Chí Minh
5.9,36.0,3,3,5,,,yes,no,Ba Đình, Hà Nội
13.99,35.0,4,4,6,,4.0,yes,yes,Cầu Giấy, Hà Nội
10.5,76.0,3,4,2,12.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
70.5,270.0,6,6,5,10.0,14.0,yes,yes,Cầu Giấy, Hà Nội
10.2,40.0,10,10,6,,,yes,yes,Thanh Xuân, Hà Nội
3.49,46.0,3,2,3,6.0,4.22,yes,no,An Dương, Hải Phòng
6.75,120.0,4,3,3,4.0,5.0,yes,yes,Quận 7, Hồ Chí Minh
1.8,1.7,3,,,4.0,30.0,yes,no,Thạnh Hóa, Long An
24.5,65.0,,,5,,5.5,yes,yes,Cầu Giấy, Hà Nội
14.8,42.0,3,4,6,15.0,4.0,yes,no,Tây Hồ, Hà Nội
23.0,108.0,5,5,5,8.0,5.0,yes,yes,Hai Bà Trưng, Hà Nội
5.5,31.0,2,2,2,3.0,6.6,yes,yes,Hoàng Mai, Hà Nội
4.95,54.0,3,3,4,2.5,4.2,yes,yes,Hải Châu, Đà Nẵng
8.65,83.0,4,4,4,,,yes,yes,Long Biên, Hà Nội
1.6,49.0,2,1,,,4.0,yes,no,Biên Hòa, Đồng Nai
7.0,31.0,3,2,5,,,yes,yes,Đống Đa, Hà Nội
8.25,72.0,4,6,5,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
21.6,96.0,6,6,5,9.0,5.0,yes,yes,Thanh Xuân, Hà Nội
1.95,60.0,2,2,,12.0,4.0,yes,no,Hóc Môn, Hồ Chí Minh
17.5,72.0,5,6,5,6.0,4.0,yes,yes,Thanh Xuân, Hà Nội
4.05,64.0,5,5,3,5.0,5.0,yes,yes,Biên Hòa, Đồng Nai
3.6,128.0,2,1,1,6.0,7.6,yes,yes,Biên Hòa, Đồng Nai
2.8,40.0,3,2,2,3.0,6.25,no,yes,Hoàng Mai, Hà Nội
5.8,33.0,3,3,5,,3.5,yes,no,Hà Đông, Hà Nội
4.15,113.6,2,1,1,4.0,5.8,yes,no,Nha Trang, Khánh Hòa
6.56,60.0,4,4,3,7.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
9.29,39.0,,,5,2.0,,yes,yes,Cầu Giấy, Hà Nội
4.0,20.0,3,4,,,,yes,yes,Quận 5, Hồ Chí Minh
3.28,197.0,3,2,1,4.0,4.0,yes,yes,Cần Đước, Long An
15.99,55.0,4,5,4,8.0,4.5,yes,yes,Đống Đa, Hà Nội
75.0,193.0,6,6,6,,,yes,yes,Tây Hồ, Hà Nội
8.0,35.0,3,5,5,,,yes,no,Hà Đông, Hà Nội
4.37,48.0,,,2,5.0,4.05,yes,no,Bình Tân, Hồ Chí Minh
12.0,90.0,8,8,4,10.0,,yes,no,Bình Thạnh, Hồ Chí Minh
4.95,30.0,2,1,2,8.0,,yes,no,Bình Thạnh, Hồ Chí Minh
24.5,60.0,4,3,5,,4.4,yes,yes,Cầu Giấy, Hà Nội
8.8,51.0,4,3,4,,,yes,yes,Thanh Xuân, Hà Nội
2.65,147.0,3,2,1,6.0,5.0,yes,yes,Tân An, Long An
6.5,30.0,3,4,5,2.0,3.5,yes,yes,Đống Đa, Hà Nội
13.0,85.0,5,6,6,6.0,,yes,no,Tân Bình, Hồ Chí Minh
4.3,18.0,3,3,4,6.0,4.2,yes,yes,Hà Đông, Hà Nội
28.0,75.0,,,5,,4.7,yes,yes,Cầu Giấy, Hà Nội
4.95,180.0,2,1,1,5.0,5.0,yes,yes,Hội An, Quảng Nam
13.5,47.0,5,5,6,4.0,5.5,yes,yes,Long Biên, Hà Nội
8.98,40.0,6,5,6,2.0,3.8,yes,yes,Tây Hồ, Hà Nội
4.99,52.0,3,4,3,2.5,4.7,yes,yes,Hải Châu, Đà Nẵng
4.15,50.0,2,3,,9.0,,yes,no,Quận 12, Hồ Chí Minh
7.79,50.0,4,5,4,8.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.9,65.0,4,5,5,,,yes,no,Gò Vấp, Hồ Chí Minh
5.4,68.0,2,1,1,,,yes,yes,Gò Vấp, Hồ Chí Minh
6.8,50.0,3,4,4,7.0,4.0,yes,yes,Nhà Bè, Hồ Chí Minh
9.8,136.7,2,1,2,,,yes,no,Bình Tân, Hồ Chí Minh
9.2,60.0,4,4,6,5.0,6.0,yes,yes,Long Biên, Hà Nội
6.45,142.4,4,4,3,8.0,5.2,yes,yes,Quận 12, Hồ Chí Minh
4.95,180.0,2,2,1,5.0,5.0,yes,yes,Hội An, Quảng Nam
8.0,37.0,3,4,5,3.0,4.8,yes,yes,Hai Bà Trưng, Hà Nội
28.8,160.0,6,5,2,10.0,10.0,yes,yes,Bình Thạnh, Hồ Chí Minh
5.8,60.0,4,4,3,,,yes,yes,Hà Đông, Hà Nội
4.75,270.0,4,2,1,4.0,5.7,yes,yes,Quận 12, Hồ Chí Minh
23.3,75.0,,,7,,4.5,yes,yes,Nam Từ Liêm, Hà Nội
27.0,100.0,5,5,5,8.0,,yes,yes,Quận 3, Hồ Chí Minh
7.7,85.0,4,,2,,4.0,yes,no,Gò Vấp, Hồ Chí Minh
1.95,42.9,2,2,2,4.0,3.3,no,no,Quận 12, Hồ Chí Minh
1.65,40.0,2,2,,8.0,4.0,yes,no,Hóc Môn, Hồ Chí Minh
2.39,60.0,3,3,3,3.0,4.0,yes,yes,Hồng Bàng, Hải Phòng
6.4,30.0,3,3,6,,4.0,yes,yes,Hà Đông, Hà Nội
6.8,38.0,4,,6,8.0,4.2,yes,yes,Long Biên, Hà Nội
14.8,45.0,3,4,5,,,yes,yes,Hai Bà Trưng, Hà Nội
11.2,40.0,4,5,6,,,yes,yes,Long Biên, Hà Nội
22.0,52.0,8,6,7,,4.2,yes,no,Ba Đình, Hà Nội
11.0,65.0,4,,3,,4.8,yes,yes,Tân Bình, Hồ Chí Minh
3.69,53.9,2,2,2,,4.5,yes,no,Quận 9, Hồ Chí Minh
4.3,60.0,4,5,3,7.0,,yes,yes,Thuận An, Bình Dương
6.7,39.0,4,3,4,4.0,4.0,yes,yes,Long Biên, Hà Nội
10.7,43.0,4,3,4,,,yes,yes,Đống Đa, Hà Nội
15.0,50.0,1,1,1,3.0,5.0,yes,yes,Tây Hồ, Hà Nội
8.1,80.0,2,2,2,6.0,6.0,yes,no,Gò Vấp, Hồ Chí Minh
23.5,55.0,5,8,7,,8.0,yes,yes,Đống Đa, Hà Nội
8.5,70.0,4,4,3,8.0,8.0,yes,no,Gò Vấp, Hồ Chí Minh
16.6,75.0,6,5,5,4.0,,yes,yes,Cầu Giấy, Hà Nội
11.5,1.066,5,2,2,4.0,18.5,yes,yes,Thủ Dầu Một, Bình Dương
23.0,132.0,6,6,4,7.0,7.0,yes,yes,Tân Bình, Hồ Chí Minh
8.5,54.6,3,3,3,4.0,,yes,yes,Phú Nhuận, Hồ Chí Minh
14.9,91.0,12,12,4,16.0,7.6,yes,yes,Quận 5, Hồ Chí Minh
7.0,93.0,2,2,2,5.0,5.0,yes,no,Vũng Tàu, Bà Rịa Vũng Tàu
14.5,42.0,4,4,,4.0,4.0,yes,yes,Quận 1, Hồ Chí Minh
16.0,71.5,7,7,5,10.0,,yes,no,Bình Thạnh, Hồ Chí Minh
4.95,54.0,3,4,4,3.5,4.2,yes,no,Hải Châu, Đà Nẵng
10.0,50.0,2,1,1,4.0,4.5,yes,yes,Hoàng Mai, Hà Nội
6.9,42.0,4,4,4,,,yes,yes,Bình Thạnh, Hồ Chí Minh
8.6,53.0,,,6,,6.0,yes,yes,Bắc Từ Liêm, Hà Nội
5.25,33.0,3,4,6,2.5,4.1,yes,yes,Long Biên, Hà Nội
9.5,45.0,,,5,5.0,3.5,yes,no,Phú Nhuận, Hồ Chí Minh
28.0,65.0,4,4,4,8.0,5.0,no,no,Hoàn Kiếm, Hà Nội
6.2,47.2,3,4,5,,4.0,yes,yes,Long Biên, Hà Nội
6.5,45.0,3,4,5,5.5,4.51,yes,yes,Long Biên, Hà Nội
19.75,61.2,6,5,6,,5.0,yes,yes,Đống Đa, Hà Nội
32.0,65.0,7,8,9,10.0,5.5,yes,yes,Cầu Giấy, Hà Nội
5.95,50.0,4,3,2,5.0,5.0,yes,yes,Bình Tân, Hồ Chí Minh
18.5,62.0,6,6,5,,5.0,yes,yes,Đống Đa, Hà Nội
2.13,40.7,4,3,3,,,yes,yes,Gò Vấp, Hồ Chí Minh
5.9,48.0,4,3,4,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
21.8,46.0,4,5,6,8.0,4.0,yes,no,Thanh Xuân, Hà Nội
19.8,60.0,10,7,7,,5.0,yes,yes,Đống Đa, Hà Nội
12.9,54.0,6,4,5,8.0,4.3,yes,yes,Hà Đông, Hà Nội
15.3,95.0,,,3,3.0,5.7,yes,no,Long Biên, Hà Nội
1.29,100.0,2,1,,8.0,5.0,yes,no,Pleiku, Gia Lai
21.3,63.0,6,5,5,,5.0,yes,yes,Đống Đa, Hà Nội
5.15,34.0,3,4,5,3.0,3.6,yes,no,Hà Đông, Hà Nội
21.0,80.0,20,20,6,,8.6,yes,yes,Thanh Xuân, Hà Nội
1.45,25.0,2,2,2,4.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
5.7,62.0,4,5,3,4.0,6.0,yes,no,Vũng Tàu, Bà Rịa Vũng Tàu
4.5,50.0,3,3,3,9.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
4.55,66.0,2,2,1,6.0,66.0,yes,yes,Quận 12, Hồ Chí Minh
3.5,68.8,2,2,3,4.0,4.4,yes,yes,Mê Linh, Hà Nội
7.5,33.0,2,2,2,7.0,4.0,yes,yes,Quận 1, Hồ Chí Minh
5.4,24.0,2,3,,2.0,3.4,yes,yes,Đống Đa, Hà Nội
5.6,100.0,4,2,2,,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
1.52,42.0,2,2,2,5.0,,yes,yes,Bình Chánh, Hồ Chí Minh
9.3,60.0,7,7,6,6.0,4.8,yes,yes,Tân Bình, Hồ Chí Minh
6.88,88.0,4,3,3,6.0,10.0,yes,no,Quận 9, Hồ Chí Minh
3.15,137.0,3,2,2,12.0,8.5,yes,yes,Củ Chi, Hồ Chí Minh
5.8,51.0,4,4,3,12.0,4.0,yes,no,Quận 12, Hồ Chí Minh
7.5,75.0,4,3,3,9.0,3.3,yes,no,Gia Lâm, Hà Nội
7.0,62.0,1,1,1,5.0,50.0,yes,yes,Bình Thạnh, Hồ Chí Minh
16.0,61.3,10,11,4,,,yes,yes,Tân Bình, Hồ Chí Minh
8.2,65.0,10,11,7,10.0,4.5,yes,yes,Tân Bình, Hồ Chí Minh
2.45,19.7,2,1,2,,3.3,yes,no,Phú Nhuận, Hồ Chí Minh
6.1,70.0,2,2,1,,,no,no,Thủ Đức, Hồ Chí Minh
11.7,190.0,9,9,2,5.0,5.0,yes,no,Quận 9, Hồ Chí Minh
5.7,58.0,4,4,4,,,yes,yes,Long Biên, Hà Nội
15.45,58.0,5,6,8,7.0,4.7,yes,yes,Cầu Giấy, Hà Nội
6.05,62.4,3,3,3,3.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
13.0,60.0,4,3,4,7.0,,yes,yes,Hà Đông, Hà Nội
18.0,70.0,,,5,5.0,6.5,yes,yes,Thanh Xuân, Hà Nội
9.2,65.0,4,4,5,2.5,5.0,yes,yes,Hai Bà Trưng, Hà Nội
4.8,58.0,4,4,4,9.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
6.6,113.4,3,2,2,,,yes,yes,Hóc Môn, Hồ Chí Minh
12.5,112.5,5,6,3,8.0,4.5,yes,no,Tân Bình, Hồ Chí Minh
5.1,35.0,3,3,5,,,yes,no,Long Biên, Hà Nội
1.2,130.0,6,6,3,20.0,,yes,yes,Đồng Xoài, Bình Phước
4.0,52.0,2,2,,8.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
11.1,46.0,2,1,1,7.0,4.6,yes,no,Bắc Từ Liêm, Hà Nội
5.8,38.0,,,1,3.0,4.0,yes,no,Nam Từ Liêm, Hà Nội
45.0,120.0,8,10,10,6.0,6.0,yes,yes,Đống Đa, Hà Nội
30.9,95.0,4,4,4,8.0,9.0,yes,yes,Đống Đa, Hà Nội
29.0,90.0,5,5,5,10.0,7.2,yes,yes,Đống Đa, Hà Nội
17.9,110.0,5,5,5,6.0,9.0,no,yes,Đống Đa, Hà Nội
42.0,109.0,8,10,10,6.0,6.0,yes,yes,Đống Đa, Hà Nội
10.2,65.0,,,3,5.0,5.0,yes,yes,Hoàng Mai, Hà Nội
13.5,50.0,4,4,4,5.0,4.0,yes,yes,Đống Đa, Hà Nội
4.0,162.5,2,2,1,5.0,7.0,yes,yes,Nha Trang, Khánh Hòa
22.0,360.0,6,6,,5.0,10.0,yes,no,Thủ Đức, Hồ Chí Minh
26.0,91.0,,,5,8.0,5.6,yes,no,Cầu Giấy, Hà Nội
49.0,160.0,,,4,,11.0,yes,yes,Tây Hồ, Hà Nội
8.9,40.0,3,5,6,5.0,,yes,yes,Long Biên, Hà Nội
1.8,30.0,2,2,1,4.0,3.0,yes,yes,Bình Tân, Hồ Chí Minh
7.9,68.0,4,2,4,,,yes,yes,Đống Đa, Hà Nội
5.4,155.0,3,2,2,,7.0,no,no,Quận 9, Hồ Chí Minh
11.45,66.0,9,9,6,50.0,3.0,yes,yes,Quận 4, Hồ Chí Minh
10.5,35.0,5,3,4,,,yes,yes,Thanh Xuân, Hà Nội
5.0,195.0,4,3,1,6.0,6.0,yes,yes,Hóc Môn, Hồ Chí Minh
15.0,88.0,4,7,4,,5.6,yes,yes,Sơn Trà, Đà Nẵng
15.9,48.0,3,5,6,3.0,4.2,yes,yes,Đống Đa, Hà Nội
11.5,52.0,7,5,6,,,yes,yes,Tây Hồ, Hà Nội
9.55,100.6,5,7,5,8.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
15.7,42.0,6,4,5,4.0,4.2,yes,yes,Đống Đa, Hà Nội
4.2,53.0,2,2,2,6.0,6.0,yes,no,Bình Tân, Hồ Chí Minh
14.5,55.0,6,6,8,7.5,4.5,yes,yes,Cầu Giấy, Hà Nội
27.5,160.0,46,46,4,100.0,9.0,yes,yes,Tân Phú, Hồ Chí Minh
5.95,46.0,3,3,3,6.0,3.4,yes,yes,Gò Vấp, Hồ Chí Minh
2.89,56.0,4,5,3,6.0,4.0,yes,no,Tân Bình, Hồ Chí Minh
9.35,46.0,,3,4,2.0,5.6,yes,no,Đống Đa, Hà Nội
8.45,94.5,2,2,3,8.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
4.2,50.0,3,,2,,8.4,yes,no,Gò Vấp, Hồ Chí Minh
27.0,180.0,5,6,3,,10.0,no,yes,Quận 2, Hồ Chí Minh
6.5,30.0,3,4,5,3.5,6.0,yes,yes,Long Biên, Hà Nội
4.1,33.0,2,2,2,3.0,3.0,yes,no,Quận 8, Hồ Chí Minh
